#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520437834806357422,0.0038197721,0.1488757899,1.1568753142,0.9143497034,-0.0778003360,-0.0678430523,0.3915469933
1520437834814690422,0.0052102889,0.1495281370,1.1570672268,0.9164887749,-0.0779899436,-0.0732327263,0.3854904175
1520437834823023422,0.0065139532,0.1499037746,1.1575811576,0.9186844323,-0.0784474433,-0.0798559190,0.3787980261
1520437834831357422,0.0078262400,0.1508890339,1.1577759198,0.9209077024,-0.0777165603,-0.0864912146,0.3720328073
1520437834839690422,0.0092595488,0.1513403193,1.1581316374,0.9223592722,-0.0798663716,-0.0933524340,0.3662786626
1520437834848024422,0.0100136610,0.1515689006,1.1588115590,0.9245508851,-0.0820690725,-0.0992650661,0.3586318097
1520437834856357422,0.0111512931,0.1526944394,1.1590125293,0.9269979815,-0.0812089915,-0.1077522789,0.3499561234
1520437834864690422,0.0119907355,0.1533387794,1.1594109729,0.9287342477,-0.0829689986,-0.1150958734,0.3425226743
1520437834873023422,0.0125933956,0.1540981988,1.1597655568,0.9311342884,-0.0831184112,-0.1228617584,0.3331444956
1520437834881357422,0.0130589086,0.1547041885,1.1602589975,0.9330929696,-0.0848362417,-0.1304732930,0.3242175842
1520437834889690422,0.0133155812,0.1553971830,1.1603880052,0.9352829741,-0.0851230961,-0.1382027857,0.3144833969
1520437834898023422,0.0136431277,0.1562255030,1.1607742130,0.9370969563,-0.0863444371,-0.1464840577,0.3048546432
1520437834906357422,0.0136269615,0.1569564630,1.1608441084,0.9388612439,-0.0873471469,-0.1538189406,0.2953807275
1520437834914690422,0.0139837141,0.1578094140,1.1612533359,0.9405565799,-0.0875494523,-0.1628509171,0.2848999686
1520437834923024422,0.0139256995,0.1588734499,1.1614208053,0.9419233397,-0.0884782380,-0.1698154856,0.2758889710
1520437834931357422,0.0139827167,0.1598968567,1.1618802632,0.9431201703,-0.0884373470,-0.1786552578,0.2660554058
1520437834939690422,0.0141249809,0.1609947506,1.1621020268,0.9445541937,-0.0895013119,-0.1868655628,0.2547315288
1520437834948023422,0.0137158108,0.1620094870,1.1621661387,0.9453195105,-0.0909196644,-0.1941569473,0.2457798152
1520437834956357422,0.0137813918,0.1634921977,1.1624604969,0.9462428300,-0.0915948330,-0.2028130414,0.2347376484
1520437834964690422,0.0135531065,0.1651329212,1.1624963145,0.9469485386,-0.0907395812,-0.2108357567,0.2249512777
1520437834973024422,0.0132165862,0.1665817703,1.1625980995,0.9475327532,-0.0902218399,-0.2193250229,0.2143320685
1520437834981357422,0.0130852939,0.1681984445,1.1625924605,0.9476955951,-0.0908462320,-0.2271504982,0.2049943229
1520437834989690422,0.0127716803,0.1698977836,1.1627155089,0.9478555540,-0.0906755462,-0.2352182152,0.1949876543
1520437834998023422,0.0120004433,0.1718418519,1.1627108809,0.9479526214,-0.0884892804,-0.2418009781,0.1873172758
1520437835006357422,0.0115322429,0.1732373094,1.1626857632,0.9483230586,-0.0908663063,-0.2481988663,0.1755676895
1520437835014690422,0.0107864580,0.1753551764,1.1626925373,0.9484676255,-0.0908188925,-0.2551144486,0.1645530623
1520437835023023422,0.0102656319,0.1773134705,1.1626741054,0.9481993531,-0.0916813363,-0.2624148039,0.1537887839
1520437835031357422,0.0096307026,0.1792647118,1.1626236438,0.9478574467,-0.0927335338,-0.2687488454,0.1440167027
1520437835039690422,0.0089970824,0.1815304110,1.1623856137,0.9474889365,-0.0930115656,-0.2752602194,0.1335865840
1520437835048024422,0.0086055219,0.1836757523,1.1620361932,0.9468112216,-0.0941678755,-0.2826063417,0.1217151491
1520437835056357422,0.0072204670,0.1850857407,1.1624732764,0.9464605604,-0.0997892871,-0.2864680956,0.1104107604
1520437835064690422,0.0067598292,0.1876265688,1.1620448953,0.9458271296,-0.0997756219,-0.2923596727,0.0999083977
1520437835073023422,0.0055262350,0.1898699516,1.1617671040,0.9455176613,-0.1018767050,-0.2963773039,0.0881928733
1520437835081357422,0.0047781776,0.1925457465,1.1614165937,0.9448226586,-0.1033713994,-0.3013319556,0.0763121892
1520437835089690422,0.0038947375,0.1952658601,1.1610816294,0.9444840344,-0.1038915009,-0.3047581840,0.0654134090
1520437835098024422,0.0026011786,0.1978845382,1.1607389839,0.9437999389,-0.1066465773,-0.3080520431,0.0545171683
1520437835106357422,0.0017652116,0.2003294677,1.1602509253,0.9438460131,-0.1076203968,-0.3093672367,0.0431794690
1520437835114690422,0.0006013284,0.2033857728,1.1595029421,0.9441129104,-0.1065028432,-0.3101575435,0.0333204911
1520437835123023422,-0.0001126712,0.2058862500,1.1590120004,0.9431731882,-0.1108799162,-0.3125593405,0.0208959307
1520437835131357422,-0.0011844555,0.2089029858,1.1581953298,0.9430760760,-0.1107200817,-0.3134552364,0.0097156130
1520437835139690422,-0.0021244841,0.2119385787,1.1575857363,0.9427832511,-0.1125057366,-0.3138457163,-0.0017512843
1520437835148023422,-0.0032291552,0.2151519666,1.1567781548,0.9427863416,-0.1124278800,-0.3136101948,-0.0127487896
1520437835156357422,-0.0040507223,0.2181513458,1.1562495366,0.9422641460,-0.1137611613,-0.3140622637,-0.0236975055
1520437835164690422,-0.0049349501,0.2212429480,1.1555019462,0.9416899347,-0.1161656569,-0.3138272207,-0.0351863967
1520437835173024422,-0.0058076897,0.2241800868,1.1547496531,0.9411519570,-0.1180445643,-0.3130639669,-0.0478479593
1520437835181357422,-0.0068312036,0.2278888693,1.1537966297,0.9412179734,-0.1163966645,-0.3115788291,-0.0589845434
1520437835189690422,-0.0074545339,0.2314318551,1.1530557685,0.9406040478,-0.1170282935,-0.3109778515,-0.0697221598
1520437835198023422,-0.0080754713,0.2345513278,1.1523573890,0.9402101297,-0.1179360612,-0.3091442264,-0.0807827004
1520437835206357422,-0.0083060693,0.2377442217,1.1517407910,0.9394955441,-0.1190300484,-0.3079153218,-0.0914774553
1520437835214690422,-0.0090682506,0.2415065057,1.1507411058,0.9394751684,-0.1178547230,-0.3049229100,-0.1025606707
1520437835223024422,-0.0096282834,0.2449452056,1.1497286640,0.9392657490,-0.1180844456,-0.3020025924,-0.1123848328
1520437835231357422,-0.0104920216,0.2484226371,1.1489531131,0.9392257248,-0.1189675152,-0.2974026497,-0.1235047857
1520437835239690422,-0.0106171705,0.2517419410,1.1480051662,0.9386074747,-0.1182864975,-0.2954520464,-0.1331630622
1520437835248023422,-0.0115004359,0.2554425720,1.1470815729,0.9381443043,-0.1189784134,-0.2911901085,-0.1446987287
1520437835256357422,-0.0114836951,0.2584792390,1.1462816693,0.9369612327,-0.1197850167,-0.2900052399,-0.1537925844
1520437835264690422,-0.0121892468,0.2624040889,1.1449635568,0.9367396708,-0.1177361902,-0.2857148460,-0.1643897972
1520437835273023422,-0.0126460033,0.2660743710,1.1441716673,0.9361365320,-0.1172639195,-0.2815715065,-0.1749715787
1520437835281357422,-0.0126567028,0.2694798731,1.1429563030,0.9358160072,-0.1151095614,-0.2778785076,-0.1837980536
1520437835289690422,-0.0125019162,0.2731220614,1.1417076048,0.9353384920,-0.1121348673,-0.2742422059,-0.1932844778
1520437835298024422,-0.0124551793,0.2767365639,1.1410262640,0.9349588810,-0.1099966012,-0.2699961314,-0.2021255246
1520437835306357422,-0.0124886230,0.2801776964,1.1396688647,0.9345756811,-0.1077353974,-0.2645231072,-0.2121058846
1520437835314690422,-0.0122564968,0.2837458693,1.1386250531,0.9341106501,-0.1048811749,-0.2598572418,-0.2211593234
1520437835323023422,-0.0120184033,0.2874288350,1.1376679818,0.9337667889,-0.1018976483,-0.2549495755,-0.2295586356
1520437835331357422,-0.0120608835,0.2910509745,1.1367445517,0.9334270204,-0.0995178818,-0.2492591513,-0.2380757531
1520437835339690422,-0.0117956176,0.2948020197,1.1358496106,0.9328166108,-0.0965566749,-0.2445022658,-0.2464723536
1520437835348024422,-0.0117334495,0.2985172030,1.1348823628,0.9321207015,-0.0932729287,-0.2392369719,-0.2553758601
1520437835356357422,-0.0114242460,0.3020386072,1.1339813899,0.9314060356,-0.0901442928,-0.2345442330,-0.2633359186
1520437835364690422,-0.0110322370,0.3058233198,1.1331385793,0.9307492016,-0.0867210841,-0.2292640500,-0.2713362725
1520437835373023422,-0.0105335038,0.3092962862,1.1323106834,0.9301021770,-0.0837057598,-0.2239581422,-0.2788297628
1520437835381357422,-0.0100241620,0.3129970726,1.1314988247,0.9293656108,-0.0810646092,-0.2182937865,-0.2864540336
1520437835389690422,-0.0093035104,0.3164709345,1.1306073987,0.9286638489,-0.0772483997,-0.2126592447,-0.2939254771
1520437835398023422,-0.0085282601,0.3199845811,1.1300131811,0.9277798985,-0.0742568491,-0.2063667922,-0.3018660753
1520437835406357422,-0.0080480971,0.3233514209,1.1291472634,0.9269003427,-0.0724949785,-0.1999916321,-0.3091982859
1520437835414690422,-0.0072766982,0.3267801243,1.1282875285,0.9259300639,-0.0694812971,-0.1939222747,-0.3165754532
1520437835423024422,-0.0067120807,0.3302799312,1.1277150999,0.9250930904,-0.0669035673,-0.1869677532,-0.3236815504
1520437835431357422,-0.0057979707,0.3338202156,1.1269605819,0.9241742645,-0.0629728927,-0.1814333823,-0.3301791504
1520437835439690422,-0.0050019929,0.3371479313,1.1263630305,0.9236627309,-0.0602858693,-0.1738257388,-0.3361508383
1520437835448023422,-0.0038341755,0.3404241784,1.1257069982,0.9230677558,-0.0563266704,-0.1674695669,-0.3416535798
1520437835456357422,-0.0028065299,0.3438811911,1.1251773147,0.9224297932,-0.0531993836,-0.1601182857,-0.3473546269
1520437835464690422,-0.0017893054,0.3471900557,1.1247904349,0.9218919401,-0.0505469646,-0.1517641046,-0.3528851255
1520437835473024422,-0.0002599880,0.3506068973,1.1241104102,0.9207950525,-0.0472245195,-0.1448203516,-0.3590729478
1520437835481357422,0.0008932455,0.3534620727,1.1237886396,0.9209085798,-0.0443800932,-0.1357210370,-0.3626811203
1520437835489690422,0.0024497638,0.3565265215,1.1232502714,0.9207663111,-0.0404225830,-0.1273653711,-0.3665153166
1520437835498023422,0.0040887031,0.3600223430,1.1225438473,0.9198263312,-0.0358437392,-0.1194616314,-0.3719726675
1520437835506357422,0.0056209352,0.3626842499,1.1220550515,0.9187179216,-0.0343960104,-0.1104846073,-0.3775810463
1520437835514690422,0.0073347355,0.3653881511,1.1215110476,0.9185452056,-0.0308755736,-0.1025467472,-0.3805332690
1520437835523023422,0.0090063112,0.3679068214,1.1209796239,0.9188907816,-0.0274722561,-0.0936138885,-0.3822583504
1520437835531357422,0.0104939845,0.3709483776,1.1205720821,0.9192655853,-0.0231431182,-0.0838769901,-0.3839008080
1520437835539690422,0.0123718145,0.3733653418,1.1200192679,0.9190920210,-0.0210450386,-0.0753784084,-0.3861930332
1520437835548024422,0.0143307582,0.3756221021,1.1196416623,0.9190419721,-0.0190649277,-0.0671060599,-0.3879370551
1520437835556357422,0.0163653008,0.3779786164,1.1192302284,0.9191153944,-0.0166698789,-0.0586435733,-0.3892427755
1520437835564690422,0.0184903312,0.3802809861,1.1187333298,0.9193053571,-0.0135600884,-0.0498362672,-0.3901411678
1520437835573023422,0.0208297488,0.3823897642,1.1182908489,0.9194738773,-0.0112873949,-0.0417769567,-0.3907621650
1520437835581357422,0.0231367823,0.3843838578,1.1177871610,0.9199389722,-0.0094668032,-0.0330600891,-0.3905505057
1520437835589690422,0.0255329885,0.3864528016,1.1173740996,0.9202270193,-0.0071378501,-0.0242604233,-0.3905671721
1520437835598024422,0.0278974898,0.3882105644,1.1170581440,0.9208060719,-0.0054356141,-0.0150182521,-0.3896935772
1520437835606357422,0.0304685453,0.3900595998,1.1166258890,0.9216611042,-0.0022431968,-0.0061644492,-0.3879404292
1520437835614690422,0.0333292660,0.3913799676,1.1161195758,0.9223576084,-0.0011062408,0.0017599830,-0.3863316203
1520437835623023422,0.0357909495,0.3931649808,1.1159904440,0.9231692737,0.0018348856,0.0116391325,-0.3842130345
1520437835631357422,0.0387697367,0.3945512697,1.1156640677,0.9238473619,0.0025897309,0.0202415692,-0.3822167239
1520437835639690422,0.0417354012,0.3959321908,1.1154923294,0.9247596390,0.0045038705,0.0286952347,-0.3794415748
1520437835648023422,0.0448237148,0.3971689561,1.1154228453,0.9255638598,0.0059840141,0.0374426776,-0.3766879066
1520437835656357422,0.0479478362,0.3983080600,1.1151912062,0.9265208277,0.0073871156,0.0461084661,-0.3733344288
1520437835664690422,0.0513410188,0.3993009697,1.1151514065,0.9275836568,0.0083306563,0.0538589135,-0.3696192328
1520437835673024422,0.0547357284,0.4002570623,1.1150329323,0.9286909837,0.0090523866,0.0619506129,-0.3655314385
1520437835681357422,0.0582557061,0.4010362120,1.1149906456,0.9299340089,0.0095977656,0.0701705679,-0.3608416736
1520437835689690422,0.0618849078,0.4017794203,1.1149629133,0.9310142148,0.0101469800,0.0783329194,-0.3563334455
1520437835698023422,0.0658686107,0.4023065708,1.1150388245,0.9323016664,0.0108629851,0.0861913486,-0.3510935058
1520437835706357422,0.0697616694,0.4028100983,1.1151135572,0.9334944722,0.0110500220,0.0942691709,-0.3458023869
1520437835714690422,0.0736676459,0.4033558702,1.1150246955,0.9348510432,0.0107868280,0.1014781666,-0.3400578673
1520437835723024422,0.0777432560,0.4038554403,1.1148143941,0.9359073823,0.0109643754,0.1084505937,-0.3349561507
1520437835731357422,0.0818682848,0.4042888030,1.1148005648,0.9371202520,0.0107386747,0.1158346794,-0.3290480834
1520437835739690422,0.0862957198,0.4044761650,1.1149324925,0.9383646203,0.0106006384,0.1232761041,-0.3227421077
1520437835748023422,0.0907215790,0.4048261707,1.1151274184,0.9395670687,0.0114786311,0.1307024884,-0.3162259065
1520437835756357422,0.0952337867,0.4051087745,1.1151666263,0.9406686160,0.0117617896,0.1373779346,-0.3100508316
1520437835764690422,0.0996715317,0.4053770566,1.1152789019,0.9419971399,0.0108572565,0.1446528606,-0.3026533632
1520437835773023422,0.1045410356,0.4053128608,1.1155052237,0.9433680615,0.0097517965,0.1509946739,-0.2952324701
1520437835781357422,0.1096621981,0.4052860479,1.1157121197,0.9446107868,0.0091648139,0.1560632645,-0.2885666738
1520437835789690422,0.1146076736,0.4055604361,1.1156787021,0.9457602845,0.0091330569,0.1621214113,-0.2813729191
1520437835798024422,0.1197783101,0.4054559330,1.1158852462,0.9471452975,0.0076472713,0.1673487891,-0.2735903642
1520437835806357422,0.1248645440,0.4058428151,1.1158632147,0.9483665900,0.0070283008,0.1720985722,-0.2663334290
1520437835814690422,0.1302351777,0.4059156043,1.1159932701,0.9495677013,0.0063511918,0.1769501646,-0.2587846251
1520437835823023422,0.1356760181,0.4061302799,1.1159526993,0.9507652339,0.0057415156,0.1813852772,-0.2512207918
1520437835831357422,0.1411030790,0.4063145186,1.1158889455,0.9519137830,0.0051671973,0.1856544801,-0.2436511107
1520437835839690422,0.1467165398,0.4065438176,1.1157972939,0.9531057432,0.0050350608,0.1891904268,-0.2361589990
1520437835848024422,0.1524689163,0.4064811124,1.1156660387,0.9544304298,0.0042676814,0.1921266839,-0.2283236276
1520437835856357422,0.1583262096,0.4062808313,1.1155671091,0.9557296427,0.0037887932,0.1957740111,-0.2196338584
1520437835864690422,0.1641780761,0.4064203415,1.1153216899,0.9568725710,0.0042801829,0.1984392847,-0.2121282943
1520437835873023422,0.1699706250,0.4063664915,1.1150533378,0.9580820423,0.0042375063,0.2015288858,-0.2035852448
1520437835881357422,0.1761583356,0.4064080345,1.1146062038,0.9592940688,0.0049427963,0.2029959433,-0.1962730377
1520437835889690422,0.1819770086,0.4061640181,1.1145896125,0.9602125595,0.0044135447,0.2061097096,-0.1883909464
1520437835898023422,0.1882322568,0.4060260475,1.1141083129,0.9615997167,0.0038953078,0.2063858556,-0.1808747911
1520437835906357422,0.1943764411,0.4061323177,1.1136084977,0.9626890166,0.0051233642,0.2076790125,-0.1734157902
1520437835914690422,0.2008095694,0.4057473303,1.1132925334,0.9640006574,0.0050452288,0.2079719876,-0.1656047419
1520437835923024422,0.2070990042,0.4055546680,1.1129814860,0.9651424416,0.0052607882,0.2084852722,-0.1581337500
1520437835931357422,0.2133846866,0.4056238838,1.1125232047,0.9663291863,0.0060709770,0.2078557875,-0.1515487332
1520437835939690422,0.2199642415,0.4051877831,1.1123162006,0.9676371026,0.0053075017,0.2069079266,-0.1443585050
1520437835948023422,0.2264738041,0.4049477667,1.1120816468,0.9689246446,0.0046655436,0.2051295760,-0.1381489158
1520437835956357422,0.2329342137,0.4048126827,1.1118001100,0.9701371095,0.0043431575,0.2034095494,-0.1320593844
1520437835964690422,0.2396436285,0.4045852602,1.1116738899,0.9715155369,0.0040261840,0.2010780867,-0.1253353676
1520437835973024422,0.2461387624,0.4045860903,1.1114164810,0.9727887537,0.0039808883,0.1980461566,-0.1201828317
1520437835981357422,0.2526171941,0.4044037024,1.1113715023,0.9740554138,0.0029815896,0.1950321165,-0.1147590284
1520437835989690422,0.2591505246,0.4042201265,1.1113433888,0.9752824216,0.0022318452,0.1917586257,-0.1097626821
1520437835998023422,0.2656525713,0.4042279319,1.1114059450,0.9766107528,0.0011272616,0.1874398143,-0.1053398447
1520437836006357422,0.2722815335,0.4041224469,1.1115687336,0.9779341245,-0.0000221274,0.1827052814,-0.1013095641
1520437836014690422,0.2788276026,0.4039339853,1.1117333733,0.9792283577,-0.0016316998,0.1780790437,-0.0969382035
1520437836023023422,0.2852811818,0.4041040812,1.1118774288,0.9805670201,-0.0025704297,0.1723612983,-0.0936658677
1520437836031357422,0.2918705324,0.4039676142,1.1122274809,0.9819301693,-0.0047070819,0.1663805169,-0.0900472631
1520437836039690422,0.2983659832,0.4039175457,1.1127058416,0.9832244934,-0.0070073220,0.1605701257,-0.0862422619
1520437836048024422,0.3047620987,0.4040422713,1.1129563008,0.9845489692,-0.0087620702,0.1537780145,-0.0832999133
1520437836056357422,0.3111549982,0.4040927183,1.1134015941,0.9858282323,-0.0104940256,0.1470465088,-0.0800618271
1520437836064690422,0.3176941291,0.4039901956,1.1137219212,0.9871521067,-0.0125068468,0.1395440595,-0.0768228645
1520437836073023422,0.3239737390,0.4040571124,1.1142146360,0.9883236090,-0.0151327681,0.1323694916,-0.0739307852
1520437836081357422,0.3299643639,0.4040837184,1.1147773557,0.9893327599,-0.0174434759,0.1258632559,-0.0712380248
1520437836089690422,0.3359469076,0.4042439898,1.1152322298,0.9903374944,-0.0195161306,0.1189130532,-0.0686327446
1520437836098024422,0.3418840048,0.4043265134,1.1158332519,0.9913226279,-0.0227475692,0.1114127774,-0.0659483776
1520437836106357422,0.3479968529,0.4040909299,1.1164964976,0.9921985002,-0.0259754468,0.1035996577,-0.0643002594
1520437836114690422,0.3536455987,0.4042453067,1.1170311547,0.9929872274,-0.0288358502,0.0966471434,-0.0616781137
1520437836123023422,0.3591764562,0.4044835817,1.1174685136,0.9937035270,-0.0315342188,0.0896021226,-0.0594167748
1520437836131357422,0.3647307427,0.4046319657,1.1179134808,0.9944027709,-0.0340229648,0.0819399401,-0.0573708405
1520437836139690422,0.3703244118,0.4045022665,1.1186080215,0.9949385935,-0.0379588150,0.0735319165,-0.0570033400
1520437836148023422,0.3755551172,0.4044501304,1.1192469346,0.9954310019,-0.0420953402,0.0666116560,-0.0539257821
1520437836156357422,0.3806499302,0.4046990994,1.1197427882,0.9958643936,-0.0447959071,0.0591491773,-0.0524291049
1520437836164690422,0.3856408926,0.4047573193,1.1204565244,0.9961731727,-0.0482022724,0.0515645130,-0.0515427191
1520437836173024422,0.3903748313,0.4050219963,1.1210469252,0.9964207470,-0.0513102016,0.0445172228,-0.0503107837
1520437836181357422,0.3948553569,0.4054934460,1.1215792144,0.9966243905,-0.0529692091,0.0379529203,-0.0499365900
1520437836189690422,0.3991506000,0.4057489135,1.1222366096,0.9967002249,-0.0560941453,0.0309930582,-0.0498150460
1520437836198023422,0.4034674851,0.4059912265,1.1228325826,0.9967502749,-0.0585305278,0.0242083120,-0.0497697136
1520437836206357422,0.4075217916,0.4064422846,1.1233018801,0.9968644583,-0.0593037579,0.0183848818,-0.0490541763
1520437836214690422,0.4116169972,0.4064751304,1.1239761373,0.9967076894,-0.0626632432,0.0113663168,-0.0501787480
1520437836223024422,0.4153702875,0.4070277912,1.1242084818,0.9968131549,-0.0619461286,0.0056698904,-0.0499406021
1520437836231357422,0.4192093683,0.4065654984,1.1249085331,0.9964342634,-0.0668936307,-0.0007625335,-0.0514141953
1520437836239690422,0.4225315883,0.4070961212,1.1253286541,0.9963678815,-0.0664407955,-0.0057574622,-0.0529482484
1520437836248023422,0.4256144720,0.4070746472,1.1256841487,0.9961507480,-0.0680731848,-0.0108458383,-0.0541488366
1520437836256357422,0.4286917309,0.4072150302,1.1261769942,0.9959807809,-0.0683477898,-0.0152558617,-0.0558401504
1520437836264690422,0.4317631259,0.4075290763,1.1263376708,0.9958798229,-0.0674842065,-0.0203353116,-0.0570590512
1520437836273023422,0.4347510987,0.4074688435,1.1268482917,0.9956812500,-0.0677542400,-0.0245795205,-0.0585154560
1520437836281357422,0.4374695154,0.4075804545,1.1271573306,0.9955191556,-0.0675807267,-0.0285688651,-0.0596512880
1520437836289690422,0.4402270146,0.4076729112,1.1274032510,0.9953651187,-0.0665322603,-0.0325250762,-0.0613502913
1520437836298024422,0.4427044397,0.4078166518,1.1276169952,0.9952100372,-0.0656984916,-0.0360381184,-0.0627849026
1520437836306357422,0.4451506210,0.4078553054,1.1279047655,0.9950646773,-0.0646853968,-0.0388913097,-0.0644170271
1520437836314690422,0.4473898478,0.4078405427,1.1282478208,0.9948689484,-0.0645763978,-0.0417095952,-0.0657721367
1520437836323023422,0.4497590530,0.4077871927,1.1285420941,0.9946979323,-0.0636098874,-0.0445176248,-0.0674387635
1520437836331357422,0.4519218668,0.4077293739,1.1287619266,0.9945154452,-0.0629823248,-0.0470457252,-0.0689851850
1520437836339690422,0.4539974920,0.4076429804,1.1289300386,0.9943349426,-0.0621333739,-0.0492903580,-0.0707667041
1520437836348024422,0.4558463342,0.4076951893,1.1289739835,0.9941260721,-0.0611983262,-0.0514754051,-0.0729273628
1520437836356357422,0.4577490176,0.4075469157,1.1290526977,0.9940385868,-0.0602225008,-0.0527597506,-0.0740063982
1520437836364690422,0.4595737725,0.4074010918,1.1291593808,0.9938377228,-0.0593966386,-0.0542552440,-0.0762560719
1520437836373023422,0.4613504812,0.4071734141,1.1292087659,0.9937292584,-0.0584965434,-0.0548528812,-0.0779196817
1520437836381357422,0.4630504839,0.4069969365,1.1292037384,0.9936061197,-0.0577735619,-0.0554649971,-0.0795784423
1520437836389690422,0.4647289324,0.4067111118,1.1291520407,0.9935198683,-0.0567272712,-0.0555035554,-0.0813611906
1520437836398023422,0.4663167636,0.4065580118,1.1290101768,0.9933841471,-0.0559513424,-0.0557809169,-0.0833419036
1520437836406357422,0.4678210993,0.4062190928,1.1289822846,0.9933511737,-0.0553874521,-0.0550678981,-0.0845766065
1520437836414690422,0.4692361107,0.4060263199,1.1290048998,0.9932409027,-0.0553793744,-0.0547750461,-0.0860542180
1520437836423024422,0.4706416484,0.4057360704,1.1288830888,0.9932440852,-0.0544802709,-0.0533455992,-0.0874776224
1520437836431357422,0.4720647990,0.4054882681,1.1287923181,0.9932012530,-0.0538613586,-0.0522636252,-0.0889872939
1520437836439690422,0.4733813372,0.4053870119,1.1287410896,0.9931809504,-0.0534567880,-0.0515719715,-0.0898571272
1520437836448023422,0.4747245100,0.4050828164,1.1286294918,0.9931177871,-0.0527710451,-0.0502019136,-0.0917172050
1520437836456357422,0.4759271301,0.4050172651,1.1285689181,0.9930867516,-0.0526466143,-0.0493402557,-0.0925882118
1520437836464690422,0.4772261227,0.4049088438,1.1283356789,0.9930734699,-0.0514311663,-0.0480802338,-0.0940649219
1520437836473024422,0.4783680737,0.4047552136,1.1283995362,0.9931080742,-0.0514675657,-0.0467695709,-0.0943400759
1520437836481357422,0.4792755767,0.4048272054,1.1282431150,0.9930524534,-0.0506955736,-0.0449820973,-0.0961945656
1520437836489690422,0.4803037612,0.4048822443,1.1282332133,0.9930470260,-0.0506415237,-0.0441762992,-0.0966514087
1520437836498023422,0.4812584871,0.4048077325,1.1280604057,0.9930448143,-0.0507262476,-0.0424008097,-0.0974218453
1520437836506357422,0.4823529578,0.4046920941,1.1279659983,0.9930251203,-0.0512982541,-0.0419281582,-0.0975275816
1520437836514690422,0.4830034617,0.4047593723,1.1277158459,0.9929740161,-0.0509567886,-0.0400770503,-0.0989941370
1520437836523023422,0.4837955226,0.4049223846,1.1275158728,0.9930195887,-0.0502650473,-0.0393261792,-0.0991915984
1520437836531357422,0.4847979877,0.4046812240,1.1272324003,0.9929634546,-0.0506051722,-0.0386535120,-0.0998428784
1520437836539690422,0.4851355352,0.4048230972,1.1270999982,0.9929169140,-0.0511097801,-0.0370955982,-0.1006365187
1520437836548024422,0.4857223448,0.4047344490,1.1267494193,0.9927783287,-0.0511972281,-0.0359318373,-0.1023666788
1520437836556357422,0.4862959687,0.4046922145,1.1265082358,0.9927625068,-0.0519950894,-0.0356322887,-0.1022225800
1520437836564690422,0.4867377760,0.4046185406,1.1261575530,0.9926542885,-0.0519638915,-0.0344250815,-0.1036924837
1520437836573023422,0.4870329179,0.4046856305,1.1258599504,0.9926082757,-0.0521982102,-0.0340792769,-0.1041285782
1520437836581357422,0.4873053693,0.4046728035,1.1253748075,0.9925125071,-0.0516492821,-0.0327411029,-0.1057321856
1520437836589690422,0.4874704439,0.4048108394,1.1250328607,0.9924651595,-0.0514957668,-0.0325348098,-0.1063135893
1520437836598024422,0.4876041310,0.4047981147,1.1245401262,0.9923621822,-0.0507093723,-0.0314559201,-0.1079647349
1520437836606357422,0.4875271675,0.4050845834,1.1240893766,0.9923018091,-0.0499099334,-0.0314049746,-0.1089029191
1520437836614690422,0.4877607290,0.4050874246,1.1235641930,0.9921678879,-0.0488606254,-0.0312067388,-0.1106420401
1520437836623023422,0.4877197161,0.4052764801,1.1232148436,0.9920612932,-0.0482619709,-0.0315148978,-0.1117675437
1520437836631357422,0.4876435657,0.4053445873,1.1227725610,0.9919497240,-0.0472996185,-0.0309086373,-0.1133276105
1520437836639690422,0.4871872230,0.4056192514,1.1224211720,0.9918487826,-0.0466000152,-0.0300207664,-0.1147309229
1520437836648023422,0.4871959289,0.4055843165,1.1220981008,0.9917714223,-0.0461268133,-0.0304301319,-0.1154806050
1520437836656357422,0.4871475242,0.4055104204,1.1218522210,0.9917143765,-0.0453315210,-0.0304050392,-0.1162892182
1520437836664690422,0.4867586338,0.4058623812,1.1213222138,0.9916254161,-0.0438071650,-0.0306826286,-0.1175522978
1520437836673024422,0.4864891291,0.4059649697,1.1209509698,0.9915513475,-0.0428984556,-0.0310112029,-0.1184227723
1520437836681357422,0.4861963882,0.4060695222,1.1205930400,0.9914880776,-0.0418972815,-0.0312598252,-0.1192427483
1520437836689690422,0.4855002949,0.4065846030,1.1199806974,0.9914435137,-0.0398053653,-0.0305260754,-0.1205132800
1520437836698023422,0.4852146367,0.4065483564,1.1197046986,0.9914248713,-0.0390049399,-0.0304346102,-0.1209507075
1520437836706357422,0.4852240892,0.4063725805,1.1194813761,0.9913115001,-0.0388098309,-0.0320010146,-0.1215369983
1520437836714690422,0.4847432347,0.4065456411,1.1190998369,0.9913145854,-0.0374513618,-0.0317239662,-0.1220097466
1520437836723024422,0.4843338082,0.4064065329,1.1188632284,0.9912477236,-0.0375564616,-0.0318223397,-0.1224940872
1520437836731357422,0.4837449736,0.4065254502,1.1184904146,0.9912505156,-0.0367201838,-0.0314537001,-0.1228198197
1520437836739690422,0.4833715270,0.4063095312,1.1183334384,0.9911531198,-0.0369569413,-0.0317447738,-0.1234582798
1520437836748023422,0.4827739198,0.4063784035,1.1180165328,0.9911412686,-0.0363791451,-0.0313899597,-0.1238152406
